"","Region","RegionName","StateName","MSAName","CountyName","CityName","ForecastYoYPctChange"
"36267","Neighborhood","Finley Farms","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Gilbert",3.97666240409207
"36268","Neighborhood","Cottonwoods Crossing","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Gilbert",5.27904411764706
"36269","Neighborhood","Greenfield Lakes","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Gilbert",2.20362438220758
"36270","Neighborhood","Agritopia","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Gilbert",2.74976525821595
"36271","Neighborhood","Lakeview Trails","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Gilbert",4.01236963376181
"36272","Neighborhood","Cooley Station North","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Gilbert",3.86744966442953
"36273","Neighborhood","Higley Park","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Gilbert",2.228125
"36274","Neighborhood","Ray Ranch","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Gilbert",3.20305164319248
"36275","Neighborhood","Lyon's Gate","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Gilbert",2.14476843910807
"36276","Neighborhood","Corona Hills","CA","Riverside-San Bernardino-Ontario","Riverside County","Corona",3.49277266754271
"36277","Neighborhood","Corona Valley","CA","Riverside-San Bernardino-Ontario","Riverside County","Eastvale",1.37852531430513
"36278","Neighborhood","Dos Lagos","CA","Riverside-San Bernardino-Ontario","Riverside County","Corona",5.0997881854554
"36279","Neighborhood","Eagle Glen","CA","Riverside-San Bernardino-Ontario","Riverside County","Corona",2.24806568766778
"36280","Neighborhood","Sierra del Oro","CA","Riverside-San Bernardino-Ontario","Riverside County","Corona",3.84949164851125
"36281","Neighborhood","South Corona","CA","Riverside-San Bernardino-Ontario","Riverside County","Corona",3.69031021261763
"36282","Neighborhood","Sycamore Creek","CA","Riverside-San Bernardino-Ontario","Riverside County","Corona",2.44782441278397
"36283","Neighborhood","Trilogy","CA","Riverside-San Bernardino-Ontario","Riverside County","Corona",3.90450261780104
"36284","Neighborhood","Flying Horse","CO","Colorado Springs","El Paso County","Colorado Springs",3.37532089679959
"36285","Neighborhood","Amberwood North","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Chandler",3.40487804878049
"36286","Neighborhood","Ocotillo","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Chandler",4.11957547169812
"36287","Neighborhood","Balboa Way","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Chandler",4.94768643663539
"36288","Neighborhood","Fox Crossing","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Chandler",6.48512871782054
"36289","Neighborhood","Ocotillo Lakes","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Chandler",3.28885535675791
"36290","Neighborhood","Carino Estates","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Chandler",5.1962893250874
"36291","Neighborhood","Arden Park","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Chandler",1.2089552238806
"36292","Neighborhood","Cooper Commons","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Chandler",4.14412635735439
"36293","Neighborhood","Park Promenade","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Chandler",4.17358865953743
"36294","Neighborhood","Lagos Vistoso","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Chandler",4.25893854748602
"36295","Neighborhood","The Provinces","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Chandler",3.61736571008093
"36296","Neighborhood","Sunbird","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Chandler",2.39247058823528
"36297","Neighborhood","Springfield Lakes","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Chandler",3.04060434372049
"36298","Neighborhood","Sun Groves","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Chandler",3.30903614457831
"36299","Neighborhood","Lantana Ranch","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Chandler",5.19588500563697
"36300","Neighborhood","Vinyards","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Chandler",2.41219369894983
"36301","Neighborhood","Andersen Springs","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Chandler",2.52396166134186
"36302","Neighborhood","Willis Ranch","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Chandler",2.14758040276526
"36303","Neighborhood","Kempton Crossing","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Chandler",3.66638152266894
"36304","Neighborhood","Ashley Park","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Chandler",0.97607122982748
"36305","Neighborhood","Twelve Oaks","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Chandler",4.59509837763203
"36306","Neighborhood","The Traditions","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Chandler",2.95442083618918
"36307","Neighborhood","Warner Ranch","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Chandler",5.76495619524406
"36308","Neighborhood","Summer Valley","CO","Denver-Aurora-Lakewood","Arapahoe County","Aurora",4.91763104152485
"36309","Neighborhood","Singletree","CO","Denver-Aurora-Lakewood","Arapahoe County","Aurora",4.05043793415887
"36310","Neighborhood","East Quincy Highlands","CO","Denver-Aurora-Lakewood","Arapahoe County","Aurora",5.21712619300105
"36311","Neighborhood","Ridgeview Glen","CO","Denver-Aurora-Lakewood","Arapahoe County","Aurora",5.04175491679273
"36312","Neighborhood","Tollgate Crossing","CO","Denver-Aurora-Lakewood","Arapahoe County","Aurora",4.79627949183303
"36313","Neighborhood","Mesa Grande","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Mesa",1.11830799735624
"36314","Neighborhood","Meridian Hills","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Mesa",4.46091861402096
"36315","Neighborhood","Community Fiesta","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Mesa",7.84017595307918
"36316","Neighborhood","Citrus","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Mesa",-0.0341856586992817
"36317","Neighborhood","Estate Groves and Valencia Estates","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Mesa",-3.67332699016809
"36318","Neighborhood","Encanto","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Mesa",5.94229804315103
"36319","Neighborhood","Alta Mesa","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Mesa",4.50684410646387
"36320","Neighborhood","Royal Palms","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Mesa",3.80325267750892
"36321","Neighborhood","Park of the Canals","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Mesa",1.2935044105854
"36322","Neighborhood","Powell Estates","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Mesa",3.68499043977055
"36323","Neighborhood","Dobson Woods","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Mesa",1.83474576271185
"36324","Neighborhood","Rancho del Mar","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Mesa",2.18850638534147
"36325","Neighborhood","Kleinman Park","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Mesa",1.31537861046058
"36326","Neighborhood","United Amigos","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Mesa",3.70843490980011
"36327","Neighborhood","The Groves","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Mesa",4.03895253682487
"36328","Neighborhood","Reed Park","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Mesa",4.79805914972273
"36329","Neighborhood","Red Mountain Ranch","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Mesa",2.6451430189748
"36330","Neighborhood","Las Sendas","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Mesa",2.27757836803062
"36331","Neighborhood","Desert Uplands","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Mesa",0.964259664478484
"36332","Neighborhood","Boulder Mountain","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Mesa",2.69394476817837
"36333","Neighborhood","Sunland Village","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Mesa",4.48944337811901
"36334","Neighborhood","Stonegate Estates","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Mesa",4.45227192673476
"36335","Neighborhood","Superstition Springs","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Mesa",4.19726421886248
"36336","Neighborhood","Sunland Village East","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Mesa",2.98069660092322
"36337","Neighborhood","Lesueur Estates","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Mesa",4.7592518901711
"36338","Neighborhood","Arizona Skyline","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Mesa",3.37557427258806
"36339","Neighborhood","Augusta Ranch","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Mesa",3.27139276763337
"36340","Neighborhood","Villages of Eastridge","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Mesa",2.83602560195062
"36341","Neighborhood","Sierra Ranch","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Mesa",1.42961608775136
"36342","Neighborhood","Crimson Creek","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Mesa",2.494870887867
"36343","Neighborhood","Signal Butte Ranch","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Mesa",3.2826453243471
"36344","Neighborhood","Parkwood Ranch","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Mesa",3.65246286161063
"36345","Neighborhood","Santa Rita Ranch","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Mesa",2.62370962370961
"36346","Neighborhood","Sunland Springs Village","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Mesa",3.45139557266603
"36347","Neighborhood","Meridian Pointe","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Mesa",0.504313205043139
"36348","Neighborhood","Cherry Street","OK","Tulsa","Tulsa County","Tulsa",-1.57352079671939
"36349","Neighborhood","Renaissance","OK","Tulsa","Tulsa County","Tulsa",11.1802919708029
"36350","Neighborhood","Florence Park","OK","Tulsa","Tulsa County","Tulsa",8.01563197856185
"36351","Neighborhood","Mayo Meadow","OK","Tulsa","Tulsa County","Tulsa",5.49507202426081
"36352","Neighborhood","Fair Heights","OK","Tulsa","Tulsa County","Tulsa",6.38867033831629
"36353","Neighborhood","Turner Park","OK","Tulsa","Tulsa County","Tulsa",5.85661080074489
"36354","Neighborhood","Ranch Acres","OK","Tulsa","Tulsa County","Tulsa",2.15799387803155
"36355","Neighborhood","Patrick Henry","OK","Tulsa","Tulsa County","Tulsa",4.04866180048662
"36356","Neighborhood","Longview Lake","OK","Tulsa","Tulsa County","Tulsa",5.55455291222313
"36357","Neighborhood","Mingo Valley","OK","Tulsa","Tulsa County","Tulsa",5.91473509933775
"36358","Neighborhood","Regency Park","OK","Tulsa","Tulsa County","Tulsa",10.9452054794521
"36359","Neighborhood","Sungate","OK","Tulsa","Tulsa County","Tulsa",5.44376152427781
"36360","Neighborhood","Lafortune Park Plaza - Key","OK","Tulsa","Tulsa County","Tulsa",5.32728272827283
"36361","Neighborhood","South Creekside","OK","Tulsa","Tulsa County","Tulsa",2.31049180327869
"36362","Neighborhood","Minshall Park","OK","Tulsa","Tulsa County","Tulsa",3.47795497185741
"36363","Neighborhood","Park Plaza South","OK","Tulsa","Tulsa County","Tulsa",3.50836820083682
"36364","Neighborhood","Shadow Mountain","OK","Tulsa","Tulsa County","Tulsa",4.1790969051243
"36365","Neighborhood","Cedar Ridge Park","OK","Tulsa","Tulsa County","Tulsa",4.14327315084451
"36366","Neighborhood","Chimney Hills","OK","Tulsa","Tulsa County","Tulsa",3.93129770992366
"36367","Neighborhood","Tower Heights","OK","Tulsa","Tulsa County","Tulsa",9.84731385485391
"36368","Neighborhood","Western Village","OK","Tulsa","Tulsa County","Tulsa",5.86562150055991
"36369","Neighborhood","Wagon Wheel","OK","Tulsa","Tulsa County","Tulsa",6.93564993564995
"36370","Neighborhood","McClure Park","OK","Tulsa","Tulsa County","Tulsa",10.4756277695716
"36371","Neighborhood","Layman - Van Acre","OK","Tulsa","Tulsa County","Tulsa",12.6608280254777
"36372","Neighborhood","Mckinley Mitchell","OK","Tulsa","Tulsa County","Tulsa",11.3467741935484
"36373","Neighborhood","Gilcrease Hills","OK","Tulsa","Tulsa County","Tulsa",4.95442820292347
"36374","Neighborhood","West Highlands","OK","Tulsa","Tulsa County","Tulsa",4.65159010600706
"36375","Neighborhood","Chestnut Hill Plantation","SC","Columbia","Richland County","Columbia",3.68613569321534
"36376","Neighborhood","Earlewood","SC","Columbia","Richland County","Columbia",3.70461733080329
"36377","Neighborhood","Hyatt Park","SC","Columbia","Richland County","Columbia",7.35169491525425
"36378","Neighborhood","Melrose Heights","SC","Columbia","Richland County","Columbia",1.8494623655914
"36379","Neighborhood","Central Rosewood","SC","Columbia","Richland County","Columbia",5.69326980345444
"36380","Neighborhood","South Kilbourne","SC","Columbia","Richland County","Columbia",3.00744186046511
"36381","Neighborhood","Meadowfield","SC","Columbia","Richland County","Columbia",3.41785714285714
"36382","Neighborhood","Sandbridge","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City","Virginia Beach",2.48469614076594
"36383","Neighborhood","The North End","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City","Virginia Beach",1.35567890691717
"36384","Neighborhood","Croatan Beach","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City","Virginia Beach",1.94624197406521
"36385","Zip","93737","CA","Fresno","Fresno County","Fresno",3.98201650943397
"36386","Zip","89158","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",12.9565408252853
"36387","Neighborhood","Remington Point","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",9.43265910212137
"36388","Neighborhood","Marine Creek Hills","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",8.95554305008441
"36389","Neighborhood","Fossil Park","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",5.98167659184607
"36390","Neighborhood","Santa Fe Enclave","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",5.05032119914346
"36391","Neighborhood","Sendera Ranch","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",5.47448522829006
"36392","Neighborhood","Kingsridge","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",3.32331460674158
"36393","Zip","84129","UT","Salt Lake City","Salt Lake County","Taylorsville",6.62487692812603
"36394","Zip","75033","TX","Dallas-Fort Worth-Arlington","Collin County","Frisco",6.42520080321285
"36395","Zip","99623","AK","Anchorage","Matanuska Susitna Borough","Knik-Fairview",1.8175842235004
"36396","Neighborhood","Alexandra Meadows","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",9.07269056032307
"36397","Neighborhood","Berkeley Place","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",7.46474217717057
"36398","Neighborhood","Bomber Heights","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",11.1611611611612
"36399","Neighborhood","Bonnie Brae","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",11.6599063962558
"36400","Neighborhood","Brentwood-Oak Hills","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",12.9402515723271
"36401","Neighborhood","Burton Hill Trinity Trails","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",16.5681341719078
"36402","Neighborhood","Candleridge","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",6.77717879604671
"36403","Neighborhood","Candle Ridge West","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",9.11291193949218
"36404","Neighborhood","Carter Riverside","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",12.2378414390406
"36405","Neighborhood","Central Meadowbrook","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",12.4410569105691
"36406","Neighborhood","Chadwick Farms","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",6.28382053025154
"36407","Neighborhood","Chisholm Ridge","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",7.82386096759042
"36408","Neighborhood","Coventry Hills","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",8.97710280373831
"36409","Neighborhood","Crawford Farms","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",4.51020408163265
"36410","Neighborhood","Crestline Area","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",1.23159034653466
"36411","Neighborhood","Eagle Ranch","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",6.454368174727
"36412","Neighborhood","Eastern Hills","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",7.86745138178095
"36413","Neighborhood","Echo Heights","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",12.807314897413
"36414","Neighborhood","Fairway Bend","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",6.29629629629629
"36415","Neighborhood","Falcon Ridge","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",9.70868347338936
"36416","Neighborhood","Far Southwest","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",10.5731324544884
"36417","Neighborhood","Foster Park","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",5.66391639163917
"36418","Neighborhood","Hallmark-Camelot","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",9.30496894409938
"36419","Neighborhood","Ryanwood","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",9.80348837209302
"36420","Neighborhood","Harriet Creek Ranch","TX","Dallas-Fort Worth-Arlington","Denton County","Justin",10.0829777145567
"36421","Neighborhood","Harvest Ridge","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",9.35960591133005
"36422","Neighborhood","Heritage","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",5.46061975468044
"36423","Neighborhood","Hubbard Heights","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",14.1719457013575
"36424","Neighborhood","Jenkins Heights - Crest Ridge","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",10.3659638554217
"36425","Neighborhood","John T White","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",11.2160694896851
"36426","Neighborhood","Lake of River Trails","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",5.84231697506035
"36427","Neighborhood","Marine Creek","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",9.69838793551743
"36428","Neighborhood","Marine Creek Ranch","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",6.07223740726279
"36429","Neighborhood","Meadows of Candleridge","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",10.9335832886984
"36430","Neighborhood","Mira Vista","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",5.2463349878795
"36431","Neighborhood","Mistletoe Heights","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",6.78876802428536
"36432","Neighborhood","Mitchell Boulevard","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",17.6043577981651
"36433","Neighborhood","North Greenbriar","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",14.7713248638838
"36434","Neighborhood","Overton Park","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",3.50749099184524
"36435","Neighborhood","Overton South","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",8.08697889861039
"36436","Neighborhood","Park Glen","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",6.95632653061224
"36437","Neighborhood","Parkview Hills","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",10.3168859649123
"36438","Neighborhood","Poynter Crossing","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",8.4875
"36439","Neighborhood","Ridglea Country Club","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",6.3093276640978
"36440","Neighborhood","Ridglea North","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",6.38850944154279
"36441","Neighborhood","Ridgmar","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",2.92340185863138
"36442","Neighborhood","River Trails","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",7.31424825174825
"36443","Neighborhood","Ryan Place","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",6.69811320754716
"36444","Neighborhood","South Meadows Crossing","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",11.8267716535433
"36445","Neighborhood","Stone Meadow","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",5.51516427969672
"36446","Neighborhood","Stop Six Sunrise Edition","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",19.0341685649203
"36447","Neighborhood","Summerfields","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",8.70670241286864
"36448","Neighborhood","The Crossing of Fossil Creek","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",7.92618384401114
"36449","Neighborhood","McPherson Ranch","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",6.97585768742059
"36450","Neighborhood","The Parks of Deer Creek","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",8.57198443579767
"36451","Neighborhood","The Ranches","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",10.318244170096
"36452","Neighborhood","The Vineyards at Heritage","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",7.38093238135238
"36453","Neighborhood","Trace Ridge","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",5.58230860769535
"36454","Neighborhood","Villages of Woodland Springs","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",6.18294983025274
"36455","Neighborhood","Vista Meadows","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",7.86373436826218
"36456","Neighborhood","Westcliff West","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",2.60736331569664
"36457","Neighborhood","White Lake Hills","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",7.67498799807969
"36458","Neighborhood","Great Neck Village","NY","New York-Newark-Jersey City","Nassau County","Great Neck",3.06045851085412
"36459","Neighborhood","Boyd Acres","OR","Bend-Redmond","Deschutes County","Bend",2.03080697928026
"36460","Neighborhood","Muirfield Village","OH","Columbus","Franklin County","Dublin",3.81300268096514
"36461","Neighborhood","Earlington Hill","WA","Seattle-Tacoma-Bellevue","King County","Renton",1.38456221198158
"36462","Neighborhood","North Renton","WA","Seattle-Tacoma-Bellevue","King County","Renton",8.98888888888889
"36463","Neighborhood","Liberty Ridge","WA","Seattle-Tacoma-Bellevue","King County","Renton",5.82525533890437
"36464","Neighborhood","President Park","WA","Seattle-Tacoma-Bellevue","King County","Renton",9.78307919331039
"36465","Neighborhood","Upper East Side","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","San Marino",1.47870807652286
"36466","Neighborhood","Poet's Quarter","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","San Marino",6.44065473727762
"36467","Neighborhood","Lacy Estates","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","San Marino",-2.26588194935786
"36468","Neighborhood","Lower Huntington","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","San Marino",2.37076433377654
"36469","Neighborhood","Mission District","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","San Marino",-2.95646474026329
"36470","Neighborhood","Southeast Bend","OR","Bend-Redmond","Deschutes County","Bend",1.4719904648391
"36471","Neighborhood","Old Farm District","OR","Bend-Redmond","Deschutes County","Bend",0.460800438596487
"36472","Neighborhood","Larkspur","OR","Bend-Redmond","Deschutes County","Bend",0.675206376316528
"36473","Neighborhood","Orchard District","OR","Bend-Redmond","Deschutes County","Bend",0.207298833383196
"36474","Neighborhood","Awbrey Butte","OR","Bend-Redmond","Deschutes County","Bend",3.92650602409639
"36475","Neighborhood","River West","OR","Bend-Redmond","Deschutes County","Bend",-0.772393822393824
"36476","Neighborhood","Century West","OR","Bend-Redmond","Deschutes County","Bend",1.73311845286059
"36477","Neighborhood","Southwest Bend","OR","Bend-Redmond","Deschutes County","Bend",-0.443510737628383
"36478","Neighborhood","Southern Crossing","OR","Bend-Redmond","Deschutes County","Bend",-1.51234106207928
"36479","Neighborhood","Old bend","OR","Bend-Redmond","Deschutes County","Bend",-2.05865764241399
"36480","Neighborhood","Old City","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",5.00419036216702
"36481","Neighborhood","Carriage","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Hollywood",6.07550644567219
"36482","Neighborhood","Playland","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Hollywood",4.10407632263661
"36483","Neighborhood","441 Corridor","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Hollywood",5.85135135135135
"36484","Neighborhood","Highland Garden","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Hollywood",4.88129194630873
"36485","Neighborhood","South Central Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Hollywood",3.11196792103641
"36486","Neighborhood","Oceanfront","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Miami Beach",7.55830870652421
"36487","Neighborhood","Nautilus","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Miami Beach",-1.43118741058655
"36488","Neighborhood","La Gorce","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Miami Beach",3.92891673243883
"36489","Neighborhood","Biscayne Point","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Miami Beach",2.42937115133421
"36490","Neighborhood","South Pointe","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Miami Beach",3.14267886855242
"36491","Neighborhood","Flamingo Lummus","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Miami Beach",5.46895743850058
"36492","Neighborhood","Central Weymouth","MA","Boston-Cambridge-Newton","Norfolk County","Weymouth",10.0521695510409
"36493","Neighborhood","Serra","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","Sunnyvale",7.45481396398244
"36494","Neighborhood","Raynor","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","Sunnyvale",12.3725953086544
"36495","Neighborhood","Ortega","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","Sunnyvale",7.65517913721667
"36496","Neighborhood","De Anza","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","Sunnyvale",10.6726768377254
"36497","Zip","84009","UT","Salt Lake City","Salt Lake County","South Jordan",3.61719698809813
"36498","Neighborhood","Rye Neck","NY","New York-Newark-Jersey City","Westchester County","Mamaroneck",5.45257060101376
"36499","Neighborhood","Sharon Heights","CA","San Francisco-Oakland-Hayward","San Mateo County","Menlo Park",6.74912475802134
"36500","Neighborhood","Central Menlo Park","CA","San Francisco-Oakland-Hayward","San Mateo County","Menlo Park",7.258861047836
"36501","Neighborhood","Downtown Menlo Park","CA","San Francisco-Oakland-Hayward","San Mateo County","Menlo Park",8.88134337090922
"36502","Neighborhood","Allied Arts","CA","San Francisco-Oakland-Hayward","San Mateo County","Menlo Park",16.1363284703802
"36503","Neighborhood","Linfield Oaks","CA","San Francisco-Oakland-Hayward","San Mateo County","Menlo Park",4.33516563523844
"36504","Neighborhood","The Willows","CA","San Francisco-Oakland-Hayward","San Mateo County","Menlo Park",7.98504273504272
"36505","Zip","86005","AZ","Flagstaff","Coconino County","Flagstaff",5.9705955028416
"36506","City","The Sea Ranch","CA","Santa Rosa","Sonoma County","The Sea Ranch",1.48437337763472
